"beer_id","date","rating","text","user_location","user_name"
4114,"2017-05-18",3.5,"18 May 2017, bottle. dark scarlet. nose is definitely raspberry and even hints of white chocolate! med body and a bit syrupy. lots of raspberry, there is some burnt or charcoal notes in the background, very sweet, moderately boozy. very nice.","California, USA","Blairgus"
4114,"2017-04-14",4.5,"Bottle graciously shared by Matt - thanks man! I think we drank a lot of it :P Pours clear burgundy, no head or lacing. Aroma is honey, field honey with a nice wild desert feel to it, wildflowers, berries. Flavor is quite sweet - desert sipper this one - berries, hints of cocoa, honey with that desert wildflower tang. Medium body. Delicious.","Sunnyvale, California, USA","bytemesis"
4114,"2017-04-02",4.5,"Bottle @ Mikkeller Bar, Aarhus.Bright dark red pour. Notes of juicy raspberries, chocolate, vanilla, caramel, ice cream, pancakes and sweeeeet!","Aarhus, DENMARK","bursprak"
4114,"2017-03-28",4.4,"From bottle. Pours a deep ruby brownish , super oily. Aroma has intense, jammy raspberries, vanilla, light oxidized, tart and ice creamy. Taste is sweet, tart, intensely fruity, light vinous tannic, vanilla, a light burning tartness. Oily and lovely.

---Rated via Beer Buddy for iPhone","Aarhus C, DENMARK","Vestergaard"
4114,"2017-03-28",4.5,"Pours deep red with a tiny head. Aroma of waffles, raspberries, vanilla, tart pithy raspberries, chocolate and honey. Taste of pithy tart raspberries, sweet jammy raspberries, vanilla, chocolate, jam, red gummibears and vinous notes.","Aarhus, DENMARK","RasmusOtt"
4114,"2017-03-28",4.5,"Bottle. Pours dark red, still. Aromas of sweet raspberries, vanilla, pancakes, light honey, chocolate. Taste is vinous, lots of raspberries, tartness, vanilla, pancakes, waffles, booze, icecream.","Aarhus N, DENMARK","Klimaet"
4114,"2016-12-29",4.3,"From notes. Enjoyed this at Mickeys 30th birthday bash on November 05. 500 mL bottle. 2015 vintage. The pour is a dark purple with no head to be found. This is lovely. It is a little thin, but leaves great stain on the glass. The aroma is just awesome. There is a ton of sweetness that balances out. There is a ridiculous amount of raspberry and a light chocolate to it. The fruitiness and jamminess really pile on the sweetness, but I like it. There is just a hint of alcohol on the finish. The flavor is much of the same. Really rich and forward with the raspberry, light honey, and decent wine character on the back end. The mouth feel is a little thin, but this clings to the mouth and imposes its will all over you. The jammy raspberry is just lovely. This is a damn good mead.","Ann Arbor, Michigan, USA","koleminer20"
4114,"2016-12-03",4.2,"Bottle shared with koleminer20 and Gus for the reunion of Meat Cloud and the Bird Dicks. Aroma is raspberry, booze, chocolate, sweet, good. Appearance is dark red, no carbonation. Taste is raspberry, dry, sweet, chocolate, lots of stuff happening here. Mouthfeel is medium body, dry, raspberry and chocolate aftertaste. Overall, good but Im having trouble understanding the hype.","Dearborn, Michigan, USA","ebone1988"
4114,"2016-11-24",4.6,"Batch 1: purple pour, nose and taste are rich berries and chocolate. Batch 3 is boozy berry, chocolate, sweeter and boozier than b1 with thinner mouthfeel.","","knickskicks"
4114,"2016-10-19",4.6,"The OG.....Fruit forward, tons of oak, sweet and tart berry, aroma translates to flavor effortlessly, lots of vanilla as it warms","Oceanside, California, USA","Floydster"
4114,"2016-08-28",4.2,"Bottle shared by daknole at RBWG: Poured a burgundy color with bubble head. Aroma slams you in the face with sweetness, fruits, berry jam, honey. Taste follows up with vanilla chocolate and berry blast.","Wasilla, Alaska, USA","SHIG"
4114,"2016-05-02",4.3,"2 oz sample from kcherney, huge thanks for this one! Deep purple leaving some nice legs on the glass. Like others from the Berry White series, the aroma is so intense with loads of raspberries and white chocolate along vanilla, honey, mild alcohol notes and perfumy/jammy notes. Taste is super sweet but balanced by an interesting mild acidity, intense raspberry jam filled with white chocolate chips, raspberry seeds, honey, alcohol (not burning) and vanilla. Full body. Still. Rich, thick and vinous mouthfeel. Super jammy finish with raspberies, white chocolate and nice alcohol warmth. Easier to drink than the Black Berry White I tried a few days ago. Its super sweet, but so flavorful that its still somewhat drinkable (at least in small quanty). Extremely tasty, borderline too flavorful and sweet but it doesnt crosses the ""cloying"" line. Great stuff.","Quebec, CANADA","tom10101"
4114,"2016-04-24",4.1,"Sampled this with Sparky accompanied by the rest of the Berry Whites. Dark violet hue that had sparkling amethyst at its edges. Still. Very sweet. Definitely cant drink a ton of it, but in small quantities, it is incredible. Syrupy, thick, and chewy. Loads of raspberry, white chocolate, honey, vanilla, and oak. Love that these guys are practically in my backyard!","Phoenix, Arizona, USA","BOLTZ7555"
4114,"2016-03-25",4.3,"Bottle share at RBB. Pour is deep red/purple with no head. Aroma and flavor of chocolate, sweet cream, raspberry, vanilla extract, and honey. Finish is sweet raspberry with a touch of vanilla chocolate. Really sweet, really good.","Chicago, Illinois, USA","Dfonorow"
4114,"2016-02-25",3.8,"Bottle shared by daknole at the RB Best Awards - thanks again, Dak! Pours a deep red wine color, cloudy, with no head. Notes of dark berries, cough drops, bubblegum, honey, red wine, raspberry jam, and chocolate. Medium to full bodied, with low carbonation and a coating, rich, sweet, vinous mouthfeel. Very good, but not as good as other Superstition meads I got to try that night.","Cincinnati, Ohio, USA","phaleslu"
4114,"2016-02-17",4.3,"Bottle thanks to dak at ratebeer best bottle share. pours out a purple color. Nose is raspberry vanilla kind on velvet cake like plenty of sweetness. taste is more of the raspberry vanilla cake. Wow anther home run.","Boise, Idaho, USA","BuckeyeBoy"
4114,"2016-02-12",4.1,"[1/30/16] Bottle sample at the Encomium bottle share, after RateBeer Best awards ceremony at Hyatt Vineyard Creek Hotel in Santa Rosa. Thanks everyone who shared bottles! Purple. Aroma of huge jammy berries, honey. Sweet flavor, slightly tart, with berries, honey, cookies. Really great.","Tel Aviv, ISRAEL","DSG"
4114,"2016-02-09",4.2,"Bottle at the Rate Beer Awards Festival Bottle Share. Huge vanilla nose, raspberry, honey. Wowl, silky, smooth, greasy palate with tons of white chocolate and raspberry. These are some luxurious meads. Happy to have a chance to try them. Would like to drink them in a non-tasting overload environment someday.","Kyoto, JAPAN","KyotoLefty"
4114,"2016-02-07",4.8,"This mead is one of the best liquids Ive ever poured down my mouth hole. Slightl white chocolate and deliciously sweet. Ive had strawberry, berry, the other iterations but nothingntopsmthe King. Delicious!","Valrico, Florida, USA","GatorGuy92"
4114,"2016-02-04",4.5,"Bottle shared by Daknole at RBWG. Thanks so much dude! One of my favorite beverages of the weekend. It pours a blood red color. The aroma is rich, decadent dessert. White chocolate truffles and fresh raspberry jam. Almost cake-like with raspberry filling. The flavor is the same. All the wonderful flavors of truffles and raspberry jam with sweet cherries only without the cloying sugar. More vanilla cake in the finish. Full bodied. So much dessert. Mind blowing stuff.","Livermore, California, USA","joeneugs"
4114,"2016-02-03",4.7,"Beautiful Garnet color on the base of the white series. Huge nose of berries, chocolate but dominated by honey. These same flavors hit your palate with an intensity that is almost unexpected. These make me not want to drink any other meads!","Gilbert, Arizona, USA","JJMBeer"
4114,"2016-02-02",4.3,"Bottle at the RB awards 
Clear dark purple with a small pink head, no lacing. Aroma of berries and honey. Taste of blackberries, honey and sugar 
Wow","Utah, USA","Sledutah"
4114,"2016-01-31",4.5,"UPDATED: FEB 11, 2016 Bottle, thanks daknole! Almost clear purple liquid with minimal light pink head. Aroma of raspberries, blueberries, blackberries, white chocolate, honey and light ice cream. Taste is medium to high sweet with notes of raspberries, blueberries and vanilla ice cream. Tastes like raspberry ice cream. Full bodied with sticky mouthfeel. Insane. Taste is so packed with raspberries. Absolutely wonderful. Reminds me of my mothers concentrated homemade saft.","Stockholm, SWEDEN","VsXsV"
4114,"2016-01-30",3.8,"Bottle - Sweet fruit and a icing like richness. Deep purple. Bright raspberry, jammy and so much fruit. Bit of acid and a long fruity finish. Nice.","Burnaby, British Columbia, CANADA","Ferris"
4114,"2016-01-30",4.2,"Bottle at RBWG thanks dak. Deep red violet appearance with no head. Chocolate, raspberry, cocoa, vanilla, and lots of fruit. Thick rich raspberry and fruit. Somewhat acidic. Fun.","Fort Collins, Colorado, USA","adnielsen"
4114,"2016-01-30",4.4,"Growker at RBWG 2016. Thanks Dak. Nose is a huge vanilla and strawberry cream nose. A deep reddish pour. A fucken amazing nose. Holy fucken shit baste is a velvet and vanilla cream dream. This might be the best thing ever. Only knock is that it is a bit drying or being so sweet. More raspberry as it warms. This is the god nectar.","Melboring, Florida, USA","Homer321"
4114,"2016-01-28",4.5,"(500ml ceramic bottle) deep garnet red, long lasting legs, beautiful mead. Nose of white chocolate, truffle, HUGE berry, raspberry, honey, and greens. Taste of huge berry flavors, raspberry, leafy green, vanilla, white chocolate, chocolate truffles. The flavor and palate linger is long and lasting, and deliciously sweet. An amazing mead.","Dallas, Texas, USA","thirdeye11"
4114,"2016-01-08",4.3,"Bottle, pours a deep dark mahogany with almost no head. Nose is complex as hell, with notes of raspberry pith upfront, followed by treacle, honey and a little vanilla. Flavour is along the same lines, with loads of raspberry liqueur, followed by treacle, honey, and vanilla. Amazingly complex, with some serious heat that doesnt burn. Excellent stuff.","Vancouver, British Columbia, CANADA","mcberko"
4114,"2015-11-17",4.9,"Oh yeah! Incredible drink. Rich aroma of raspberries and chocolate. Intense flavor same as the aroma, with rich velvety mouthfeel to warm you soul.","","swaffd24"
4114,"2015-11-17",4.6,"sweet. beautiful. no need for desert. as sweet as superstition gets and as complex.","","arizonagenevieve"
4114,"2015-11-08",4.3,"Swing top bottle. Very nice purple r3d color. Big berry sweet aroma. Taste is bold sweet ripe berries with some vanilla chocolate","bloomfield, Michigan, USA","mikem409"
4114,"2015-10-24",4.9,"Wow! Made the trek up to Prescott for some high country. Dropped into superstitions one year anniversary, this is such a pleasant comforting and cool space to hang out! Live music, fitting decor of a 'cellar' and friendly staff. 

Now to the mead, tried this one for the first time and I had to find a chair in an already crowded bar! Definitely sweeter, but clean and fresh finish. If you can find it, buy it!","","luchadore"
4114,"2015-08-28",4.5,"Bottle thanks to Jeff. Pours a cloudy purple with no head. The aroma is strong white chocolate, berry, honey. Thin mouth, jammy, honey, berries, white chocolate, really enjoyed this one.","Houston, Texas, USA","djd07"
4114,"2015-07-20",4.8,"Thanks Troy for the many bottles you have shared with me. Pours dark red almost purple. Berries and honey with heavy white chocolate aroma and flavors. A truly exceptional dessert mead.","Tampa, Florida, USA","beernads"
4114,"2015-05-28",4.2,"Blueberry, currants, grape, and a bit of blueberry. Really nice mead! Honey used well here and very drinkable.","","HenryCarling21"
4114,"2015-05-28",4.5,"Intense red color, with aromas of chocolate and very fruity. Great use of the honey in this one!","","JoshGray1491"
4114,"2015-05-23",5.0,"What can I say, this mead is one of, if not the best meads out there. Aroma of fresh raspberries,honey and white chocolate. The taste matches the aroma with a nice viscosity to coat your mouth in raspberry goodness. A true testament to the wonders of mead.","Arizona, USA","SmoketreeBrewr"
4114,"2015-04-13",3.7,"Small 3-4 ounce sample of this one in a trade. Stoked to finally try it. Pours a dense thick syrupy blue and purple. Major alcohol legs. Aroma is very boozy, almost grain-alcohol like with a ton of blueberry, currant, oak. Grape-like. very sweet. taste, also quite boozy, maybe needs some time to chill out in the cellar but the blueberry and chocolate are unmistakable and very present. Lingering blueberry finish. Really impressive.","Enfield, New Hampshire, USA","AdamChandler"
4114,"2015-03-13",4.1,"Bottle. Pours clear deep lilac ruby mahogany. Aroma is sweet acidy raspberries fudge. Flavor is similar to aroma, acidity just Spotify on with the sweetness. Lovely.","SWEDEN","tkrjukoff"
4114,"2015-03-12",4.1,"Bottle from somene - pours blood red. Sweet, berry smells. Sweet, honey, berries taste. It taste like skittles. I like it.","Port St. Lucie, Florida, USA","biggsbowler"
4114,"2015-01-17",4.1,"UPDATED: MAR 30, 2015 Bottle thanks to dak, tasted like complete dessert, lots of sweetness. Very intense flavors, lots of sweetness","Arizona, USA","Ernesto987"
4114,"2014-08-09",4.2,"Bottle. Inky merlot body. Legs. Huge jammy aromas blueberry, boysenberry, raspberry, vanilla, white chocolate. Damn sweet but great tannin and acid balance. Huge raspberry, vanilla and chocolate. Syrupy with some heat and good structure. Well made and deliciously in your face.","Los Angeles, California, USA","BMan1113VR"
4114,"2014-08-04",4.1,"Dark purple color, headless, aromas of light lacquer chocolate, juicy fruit,butter, lightly tannic astringency, warming, pepper, medium, medium heavy feel. Finishing even and lightly astringent","Wilsonville, Oregon, USA","joet"
